[21478, 5106]
[46160, 16370]
[40374, 14997]
[36890, 13151]
[46815, 3754]
[46621, 16414]
[43488, 16450]
[43257, 16370]
[42722, 16291]
[40403, 9085]
[40390, 13830]
[45722, 17233]
[41594, 15506]
[42773, 16308]
[43345, 16359]
[46383, 16693]
[42690, 16287]
[40711, 9799]
[42494, 4889]
[40952, 15167]
[40535, 16325]
[40119, 454]
[40558, 14764]
[40804, 744]
[45724, 16510]
[40575, 14876]
[41244, 9962]
[44528, 16804]
[40766, 13936]
[40214, 5701]
[41205, 13440]
[40821, 13757]
[46284, 17230]
[40629, 13911]
[33178, 9876]
[40729, 15060]
[45715, 16739]
[42786, 16309]
[40192, 1035]
[45716, 17229]
[54005, 20122]
[46229, 17424]
[41885, 15373]
[40787, 789]
[39285, 14253]
[40510, 12916]
[41775, 15586]
[46282, 17230]
[40735, 9922]
[42674, 16280]
[39006, 14112]
[46283, 17230]
[40763, 13831]
[46920, 17679]
[44526, 16510]
[41019, 15230]
[40465, 421]
[40855, 9906]
[46605, 16414]
[46607, 16414]
[46612, 16414]
[40712, 9799]
[40625, 17113]
[41428, 15435]
[40391, 13830]
[46610, 16414]
[46615, 16414]
[39287, 14255]
[40973, 15183]
[41716, 15555]
[40408, 9085]
[46602, 16414]
[46609, 16414]
[41167, 15298]
[41345, 15369]
[46619, 16414]
[54319, 20195]
[46606, 16414]
[41561, 15488]
[42976, 15305]
[43341, 15305]
[42487, 16230]
[40122, 454]
[42202, 15718]
[42967, 15305]
[42342, 14914]
[40263, 9086]
[42594, 16266]
[38757, 13944]
[38759, 13944]
[39764, 14701]
[42632, 15305]
[41230, 15318]
[41267, 15331]
[42975, 15305]
[43012, 16230]
[44519, 16715]
[41278, 15305]
[40438, 9976]
[43258, 16370]
[41587, 15506]
[42687, 16287]
[40588, 14876]
[40125, 454]
[41245, 9962]
[39946, 14019]
[40275, 14931]
[39271, 14248]
[32138, 10540]
[40936, 15151]
[42208, 15724]
[43196, 9962]
[41336, 15363]
[40860, 9906]
[40848, 3754]
[36897, 13158]
[40204, 5701]
[40536, 16325]
[40703, 9799]
[42774, 16308]
[40555, 14764]
[40800, 744]
[40215, 4889]
[40086, 13910]
[39973, 14813]
[38817, 7643]
[41429, 15435]
[42675, 16280]
[36904, 13165]
[40963, 15178]
[42718, 16290]
[30809, 10009]
[42426, 16160]
[42575, 16264]
[40778, 789]
[54124, 20149]
[40759, 13831]
[40484, 15021]
[40767, 13936]
[41782, 15591]
[40001, 14832]
[43108, 13392]
[40631, 13911]
[41091, 15268]
[33176, 9876]
[40367, 14990]
[40261, 9086]
[42608, 16264]
[40132, 14903]
[40731, 7455]
[40193, 1035]
[40602, 15039]
[42615, 16264]
[40497, 12916]
[40400, 9085]
[40267, 14923]
[36864, 13125]
[40004, 14834]
[40793, 15079]
[41687, 15547]
[40537, 16325]
[54448, 20203]
[36633, 13016]
[41164, 15298]
[36860, 13121]
[40791, 15077]
[40736, 9922]
[41881, 15373]
[40461, 13108]
[41279, 15305]
[41700, 15549]
[40009, 14837]
[40844, 3754]
[42977, 15305]
[42968, 15305]
[40047, 14854]
[40549, 14764]
[42758, 16308]
[40875, 9906]
[39252, 14246]
[41508, 15466]
[31746, 10091]
[42965, 15305]
[40148, 14914]
[40591, 14876]
[41403, 15424]
[41562, 15488]
[40979, 15187]
[42341, 16019]
[32072, 10471]
[40194, 1035]
[42595, 16266]
[40823, 13757]
[41263, 15331]
[40633, 13911]
[41010, 15223]
[39746, 14693]
[42448, 454]
[42947, 16359]
[39748, 14695]
[42295, 15943]
[40964, 15179]
[40124, 454]
[39898, 14781]
[40373, 14996]
[43342, 15305]
[42477, 16164]
[40774, 789]
[42785, 16309]
[41008, 15222]
[32081, 10477]
[40262, 9086]
[40760, 13831]
[40219, 4889]
[39945, 14019]
[40199, 5701]
[41009, 15223]
[42427, 13356]
[54108, 20146]
[41198, 13440]
[40085, 13910]
[39261, 14246]
[38820, 7643]
[40556, 14764]
[42676, 16280]
[43013, 16230]
[40727, 7455]
[40442, 9976]
[42694, 16287]
[40622, 3374]
[42306, 15947]
[43203, 14764]
[42763, 16308]
[40462, 13108]
[39378, 14333]
[39345, 14300]
[43109, 13392]
[41651, 14803]
[40039, 14848]
[41554, 15487]
[40710, 9799]
[43150, 454]
[40949, 15164]
[42652, 16274]
[41246, 9962]
[40764, 13936]
[40634, 13911]
[42685, 16325]
[43152, 454]
[40129, 454]
[37360, 13418]
[39007, 14155]
[54123, 20149]
[39936, 14019]
[43154, 454]
[40228, 4889]
[40038, 14847]
[41588, 15506]
[43197, 9962]
[40310, 14955]
[40499, 12916]
[40440, 9976]
[42979, 15305]
[40257, 9086]
[40126, 454]
[41276, 15305]
[42641, 454]
[42969, 15305]
[41502, 15464]
[40722, 7455]
[41551, 15487]
[33174, 9876]
[43556, 15305]
[40626, 3374]
[40862, 9906]
[42677, 16280]
[42585, 15305]
[40179, 1035]
[40594, 14876]
[42576, 16264]
[37328, 13405]
[40854, 3754]
[40741, 9922]
[41169, 15298]
[41430, 15435]
[41247, 9962]
[54447, 20203]
[40817, 13757]
[43204, 13757]
[41883, 15373]
[40637, 13911]
[40479, 421]
[41689, 15549]
[40538, 16325]
[43198, 9962]
[42686, 16287]
[42980, 15305]
[40218, 4889]
[42768, 16309]
[39766, 14701]
[40183, 1035]
[41273, 15331]
[39262, 14246]
[39266, 14248]
[43343, 15305]
[40500, 12916]
[42339, 16019]
[42593, 16266]
[43105, 13831]
[41053, 15255]
[42970, 15305]
[40258, 9086]
[42582, 15305]
[41277, 15305]
[42628, 15305]
[40758, 13831]
[41553, 15487]
[41248, 9962]
[40528, 16325]
[40445, 9976]
[41592, 15506]
[37653, 13539]
[54022, 20125]
[40658, 15043]
[40826, 13757]
[42644, 454]
[40201, 5701]
[41834, 15087]
[43155, 16370]
[43217, 16308]
[54107, 20146]
[41255, 15328]
[40852, 3754]
[40770, 13936]
[40089, 13910]
[36895, 13156]
[40121, 454]
[38819, 7643]
[42811, 14300]
[40780, 789]
[43214, 16370]
[38900, 14046]
[40802, 744]
[40404, 9085]
[40704, 9799]
[40395, 13830]
[42435, 16161]
[43104, 13936]
[40747, 15063]
[38933, 14051]
[40184, 1035]
[40910, 15125]
[41473, 15454]
[36577, 12967]
[42982, 15305]
[39158, 14180]
[40150, 14914]
[40550, 14764]
[39569, 14524]
[42428, 13356]
[42581, 15305]
[43110, 13392]
[54122, 20149]
[43216, 16280]
[40216, 4889]
[40101, 14892]
[33173, 9876]
[30882, 10232]
[42699, 16288]
[40264, 9086]
[42971, 15305]
[42671, 16280]
[40715, 7455]
[41275, 15305]
[40739, 9922]
[54316, 20195]
[37325, 13403]
[40447, 9976]
[41355, 15373]
[39767, 14701]
[40871, 15100]
[42609, 16264]
[41408, 15427]
[43103, 13108]
[40776, 789]
[40088, 13910]
[41690, 15549]
[41171, 15298]
[40651, 13911]
[43213, 13403]
[42717, 16290]
[42489, 16230]
[39263, 14246]
[41514, 15468]
[40397, 13830]
[42577, 16264]
[40719, 7455]
[43014, 16230]
[40469, 13108]
[39947, 14019]
[42643, 454]
[41269, 15331]
[43199, 9962]
[42923, 13356]
[40112, 454]
[39504, 14459]
[43201, 9962]
[42630, 15305]
[42985, 15305]
[38384, 13831]
[40628, 3374]
[40220, 4889]
[42972, 15305]
[42920, 13356]
[37216, 13356]
[40202, 5701]
[43202, 9962]
[40394, 13830]
[64143, 17057]
[38148, 13728]
[40867, 9906]
[42578, 16264]
[39841, 14739]
[42612, 16264]
[43069, 16370]
[41139, 15280]
[43072, 16370]
[41199, 13440]
[40828, 13757]
[38694, 13936]
[43067, 16370]
[41584, 15507]
[42437, 16161]
[36918, 13172]
[41471, 15454]
[42613, 16264]
[38578, 13910]
[40582, 14876]
[38469, 13871]
[42936, 13440]
[40138, 454]
[41582, 15506]
[40530, 16325]
[40365, 14988]
[43070, 16370]
[54021, 20125]
[30929, 10358]
[41232, 15320]
[42642, 454]
[43068, 16370]
[42296, 15944]
[40846, 3754]
[37416, 3194]
[42732, 744]
[42584, 15305]
[40217, 4889]
[42973, 15305]
[40270, 14926]
[42930, 13911]
[42485, 12916]
[41189, 15305]
[40790, 15076]
[54140, 20153]
[33170, 9876]
[40723, 7455]
[40803, 744]
[42987, 15305]
[41390, 15396]
[54121, 20149]
[32615, 9874]
[42986, 15305]
[32093, 10485]
[41691, 15549]
[31972, 10321]
[40092, 14884]
[40771, 789]
[43221, 744]
[40153, 14914]
[40709, 9799]
[40630, 3374]
[40505, 12916]
[39254, 14246]
[42635, 15305]
[38813, 7643]
[40349, 14981]
[42939, 12916]
[40344, 14976]
[42907, 13108]
[41474, 15454]
[41344, 15368]
[40113, 454]
[33980, 11096]
[42336, 16018]
[39366, 14321]
[40196, 5701]
[41170, 15298]
[40380, 15002]
[40585, 14876]
[40480, 13108]
[40443, 9976]
[40818, 13757]
[40847, 3754]
[41364, 15377]
[54315, 20195]
[40406, 9085]
[37312, 13392]
[39347, 14302]
[42490, 16230]
[50987, 16018]
[33813, 10707]
[40467, 421]
[40868, 9906]
[38392, 13830]
[39476, 14431]
[43442, 15305]
[42621, 15365]
[40152, 14914]
[43005, 16362]
[42514, 15124]
[41036, 15239]
[40182, 1035]
[40553, 14764]
[40632, 3374]
[41268, 15331]
[40227, 4889]
[42272, 15832]
[40253, 9086]
[38812, 7643]
[39760, 14701]
[38383, 13831]
[41039, 15239]
[43094, 16371]
[40775, 789]
[41190, 15305]
[39267, 14248]
[41334, 15362]
[38692, 13936]
[40368, 14991]
[54020, 20125]
[42299, 15946]
[41203, 13440]
[40859, 9906]
[41216, 15311]
[42655, 16274]
[28930, 10480]
[40586, 14876]
[41661, 15540]
[39778, 14709]
[41250, 9962]
[41463, 15449]
[40486, 15023]
[62382, 2984]
[37415, 3194]
[40532, 16325]
[41470, 15454]
[40994, 15209]
[40206, 5701]
[33068, 10140]
[36916, 13172]
[38200, 13750]
[28999, 9073]
[40426, 15016]
[40805, 744]
[40552, 14764]
[40115, 454]
[40940, 15155]
[38580, 13910]
[41590, 15506]
[40464, 421]
[40924, 15139]
[54120, 20149]
[40509, 12916]
[42700, 16288]
[40155, 14914]
[40000, 14831]
[40222, 4889]
[38815, 7643]
[40069, 14869]
[41218, 15311]
[42491, 16230]
[40718, 7455]
[40250, 9086]
[41780, 15590]
[42760, 16312]
[38108, 13708]
[40188, 1035]
[43325, 454]
[43004, 16362]
[41193, 15305]
[39270, 14248]
[39512, 14467]
[40650, 13911]
[40777, 18527]
[43324, 454]
[54139, 20153]
[40002, 14833]
[43353, 421]
[40917, 15132]
[40410, 9085]
[36878, 13139]
[42438, 16161]
[43354, 14876]
[39507, 14462]
[41472, 15454]
[43156, 5701]
[40992, 15195]
[39833, 14731]
[41174, 15298]
[40816, 13757]
[43019, 9976]
[42226, 15742]
[43157, 5701]
[39870, 14760]
[38393, 13830]
[41692, 15549]
[39354, 14309]
[39940, 14019]
[41327, 15342]
[39255, 14246]
[40931, 15146]
[39367, 14322]
[40566, 14764]
[54374, 20197]
[38583, 13910]
[39688, 14641]
[40203, 5701]
[40737, 9922]
[40361, 14986]
[39494, 14449]
[42721, 16290]
[38688, 13936]
[41253, 9962]
[40463, 13108]
[41220, 15311]
[41354, 15373]
[40932, 15147]
[39462, 14417]
[40529, 16325]
[43212, 16230]
[41340, 15365]
[40251, 9086]
[39761, 14701]
[39875, 14763]
[39268, 14248]
[36917, 13172]
[36510, 12916]
[41578, 15502]
[41511, 15467]
[42298, 15945]
[42993, 15305]
[42224, 15740]
[42637, 15305]
[38399, 13831]
[42273, 15832]
[40990, 15193]
[40189, 1035]
[40929, 15144]
[40223, 4889]
[40641, 13911]
[40116, 454]
[42992, 15305]
[40857, 9906]
[43071, 16274]
[40706, 9799]
[38605, 13914]
[40738, 9922]
[40923, 15138]
[40806, 744]
[40160, 14914]
[54056, 20137]
[40842, 3754]
[34032, 10639]
[40951, 15166]
[41633, 15527]
[31768, 10123]
[41200, 13440]
[41346, 15370]
[41636, 15530]
[42492, 16230]
[40277, 14933]
[36896, 13157]
[40824, 13757]
[41178, 15301]
[54102, 20144]
[40144, 14911]
[41251, 9962]
[38696, 13936]
[28951, 10538]
[40937, 15152]
[41589, 15506]
[42650, 16274]
[40858, 9906]
[40109, 454]
[39463, 14418]
[39695, 14644]
[40190, 1035]
[40560, 15029]
[40569, 14876]
[41191, 15305]
[39379, 14334]
[40225, 4889]
[39941, 14019]
[39606, 14563]
[42538, 4889]
[40724, 7455]
[40448, 9976]
[40071, 14871]
[40405, 9085]
[42536, 14876]
[41520, 15473]
[38585, 13910]
[42520, 9906]
[40772, 18527]
[40643, 13911]
[36894, 13155]
[39759, 14701]
[42473, 454]
[54138, 20153]
[41328, 15343]
[41165, 15298]
[40481, 13108]
[42522, 9962]
[37121, 7805]
[42531, 15373]
[40476, 421]
[40316, 14961]
[42524, 7643]
[40708, 9799]
[36901, 13162]
[40751, 15066]
[38387, 13830]
[42701, 16288]
[42181, 13757]
[39253, 14246]
[42528, 421]
[41357, 15373]
[41624, 15518]
[41254, 9962]
[38816, 7643]
[40197, 5701]
[40163, 14914]
[40567, 14764]
[35241, 9922]
[42619, 15365]
[38398, 13831]
[49807, 15549]
[32614, 9874]
[42271, 15832]
[41939, 3374]
[42433, 15305]
[40653, 13911]
[41153, 12916]
[41270, 15331]
[39951, 14804]
[40916, 15131]
[42331, 3374]
[42525, 454]
[41547, 15486]
[40252, 9086]
[41703, 15552]
[38577, 13910]
[40638, 3374]
[40114, 454]
[39922, 14803]
[40784, 18527]
[40716, 7455]
[42862, 15305]
[42539, 15331]
[41188, 15305]
[42861, 12916]
[36561, 9748]
[35243, 9922]
[40809, 744]
[42215, 15731]
[34038, 10639]
[30808, 10008]
[41201, 13440]
[39257, 14246]
[42844, 9085]
[39667, 14624]
[40441, 9976]
[39828, 14726]
[42332, 15305]
[36515, 12916]
[38685, 13936]
[40956, 15171]
[39926, 14018]
[30805, 10007]
[40849, 3754]
[40110, 454]
[39621, 14589]
[40725, 7455]
[40221, 4889]
[54137, 20153]
[40926, 15141]
[39769, 14703]
[41002, 15217]
[29715, 9855]
[41399, 15420]
[38631, 12933]
[41379, 15390]
[36622, 9895]
[42436, 16161]
[41259, 9962]
[41400, 15421]
[39959, 14804]
[41175, 15298]
[41632, 15526]
[40570, 14876]
[40073, 14873]
[29008, 9073]
[41719, 15556]
[41462, 15448]
[39385, 14340]
[41358, 15373]
[38389, 13830]
[39612, 14567]
[40565, 14764]
[36742, 9718]
[39939, 14019]
[41326, 15341]
[40526, 9368]
[40457, 13108]
[40141, 14908]
[42200, 15716]
[41545, 15485]
[39482, 14437]
[40578, 9367]
[40991, 15194]
[41347, 15370]
[40845, 3754]
[33113, 10025]
[39483, 14438]
[34271, 9864]
[41548, 15486]
[40389, 15005]
[41704, 15552]
[40872, 9906]
[40248, 9086]
[41258, 9962]
[41274, 15331]
[42618, 15365]
[39351, 14306]
[40162, 14914]
[40137, 454]
[40644, 13911]
[38814, 7643]
[40030, 14846]
[38402, 13831]
[41221, 15312]
[40922, 15137]
[42312, 13831]
[41143, 15282]
[54055, 20137]
[39949, 14804]
[40645, 3374]
[39758, 14701]
[37342, 9799]
[34026, 10639]
[40458, 13108]
[40027, 14843]
[41184, 15303]
[40105, 454]
[38470, 13872]
[39699, 14643]
[39619, 14587]
[37414, 3194]
[36592, 12982]
[40420, 15011]
[38686, 13936]
[42663, 13911]
[38256, 13772]
[41446, 15445]
[39364, 14319]
[39320, 744]
[36604, 12994]
[35242, 9922]
[39844, 14742]
[39734, 14683]
[40208, 5701]
[40870, 9906]
[40075, 14875]
[40904, 15107]
[42238, 15754]
[36574, 12964]
[41987, 15625]
[38403, 13831]
[41396, 15417]
[40728, 7455]
[39607, 14564]
[40838, 3754]
[40095, 14887]
[41902, 15010]
[40539, 16325]
[38207, 13757]
[38797, 421]
[40249, 9086]
[54101, 20144]
[38579, 13910]
[42218, 15734]
[30941, 10373]
[40452, 9976]
[40414, 15008]
[36919, 13172]
[42662, 13911]
[36888, 13149]
[42800, 16321]
[36565, 9748]
[40308, 14953]
[40417, 15010]
[40022, 14841]
[41540, 15482]
[39950, 14804]
[42225, 15741]
[36587, 12977]
[33798, 10707]
[41635, 15529]
[39625, 14095]
[35233, 9085]
[36621, 9895]
[41110, 454]
[39260, 14246]
[40226, 4889]
[42315, 7643]
[54136, 20153]
[36511, 12916]
[42243, 15759]
[39365, 14320]
[40177, 1035]
[41185, 15304]
[40459, 13108]
[38822, 7643]
[33096, 10588]
[33185, 9877]
[41256, 9962]
[40930, 15145]
[42170, 13911]
[29714, 9855]
[40779, 18527]
[42587, 14876]
[40157, 14914]
[35251, 9922]
[42234, 15750]
[36597, 12987]
[40873, 9906]
[39393, 14348]
[42237, 15753]
[41166, 15298]
[40291, 11665]
[41348, 15370]
[42316, 5701]
[39511, 14466]
[40356, 14984]
[31735, 10062]
[40726, 7455]
[36743, 9718]
[39863, 14753]
[41090, 5701]
[38055, 14764]
[42171, 13911]
[38112, 13711]
[41367, 15380]
[54371, 20197]
[40029, 14845]
[41064, 15261]
[41549, 15486]
[39384, 14339]
[42236, 15752]
[40523, 9368]
[39460, 14415]
[42317, 9799]
[54054, 20137]
[39860, 14750]
[38390, 13830]
[41720, 15556]
[38575, 13910]
[35462, 12550]
[40209, 5701]
[40028, 14844]
[39346, 14301]
[41415, 15433]
[40074, 14874]
[37417, 3194]
[40754, 15069]
[41798, 14701]
[40136, 454]
[42311, 7643]
[29109, 10054]
[40649, 3374]
[39957, 14804]
[41222, 15312]
[42228, 15744]
[38821, 7643]
[42303, 13911]
[39763, 14701]
[42304, 14703]
[41640, 15534]
[42516, 14984]
[40314, 14959]
[42302, 13911]
[42305, 14703]
[42297, 14701]
[54135, 20152]
[39942, 14019]
[40161, 14914]
[39770, 14703]
[41705, 15552]
[40639, 13911]
[42310, 13911]
[36902, 13163]
[41908, 15615]
[42517, 5701]
[39321, 744]
[31023, 10562]
[42132, 13757]
[39352, 14307]
[42128, 3754]
[40418, 15010]
[38795, 421]
[42138, 13440]
[36562, 9748]
[39773, 14704]
[38695, 13936]
[40379, 16325]
[42518, 9799]
[39882, 14768]
[41922, 13907]
[41337, 15364]
[40524, 9368]
[38147, 13727]
[39952, 14804]
[39256, 14246]
[39415, 14370]
[42125, 12916]
[39604, 14561]
[42137, 9976]
[41538, 15482]
[41209, 15308]
[38236, 13760]
[40975, 15185]
[40318, 14963]
[32092, 10484]
[40717, 7455]
[42131, 4889]
[40999, 15214]
[42143, 454]
[36512, 12916]
[36876, 13137]
[40158, 14914]
[38401, 13831]
[40224, 4889]
[36620, 9895]
[39454, 14409]
[42474, 14914]
[40453, 9976]
[42127, 13911]
[39698, 14643]
[39924, 14018]
[35144, 9799]
[33867, 10707]
[41941, 13831]
[40334, 14972]
[42366, 9976]
[40026, 14842]
[40139, 454]
[41940, 13831]
[30839, 10111]
[42140, 14246]
[40985, 15190]
[42471, 13910]
[31258, 9914]
[33035, 10499]
[42112, 14914]
[42113, 9085]
[35229, 9085]
[38598, 13911]
[34027, 10639]
[38629, 13240]
[40899, 15107]
[41465, 15451]
[40782, 18527]
[33285, 14876]
[41295, 9962]
[42126, 454]
[41576, 15500]
[33182, 9877]
[41853, 1035]
[40393, 14985]
[38265, 13780]
[35239, 9922]
[41721, 15556]
[41294, 9962]
[40185, 1035]
[37681, 14764]
[39509, 14464]
[41296, 9962]
[37118, 7805]
[40353, 14984]
[40525, 9368]
[41066, 15262]
[35474, 12550]
[41149, 3754]
[29334, 10052]
[41172, 15298]
[41460, 15446]
[42161, 15298]
[33953, 11057]
[39001, 9949]
[36740, 9718]
[41349, 15370]
[42166, 14703]
[39948, 14804]
[41366, 15379]
[40164, 14914]
[39689, 14642]
[39943, 14019]
[41223, 15312]
[41162, 9976]
[39771, 14703]
[39762, 14701]
[39455, 14410]
[41145, 15282]
[40647, 3374]
[41942, 15621]
[40869, 9906]
[40577, 9367]
[41550, 15486]
[41706, 15552]
[36486, 9086]
[37174, 13320]
[36857, 13118]
[35786, 16325]
[39216, 14181]
[38084, 3754]
[41226, 15313]
[38212, 13757]
[36903, 13164]
[36920, 13172]
[41207, 13440]
[40159, 14914]
[39979, 14818]
[40211, 5701]
[39322, 744]
[38991, 14720]
[40285, 11665]
[39382, 14337]
[35128, 9799]
[38564, 13907]
[54053, 20137]
[39567, 14522]
[39564, 14519]
[38380, 13830]
[39836, 14734]
[29790, 9924]
[40419, 15010]
[36832, 13108]
[40900, 15107]
[39489, 14444]
[38397, 13831]
[33283, 14876]
[54314, 20194]
[39825, 14723]
[40329, 14972]
[41179, 15302]
[29713, 9855]
[39975, 14815]
[37120, 7805]
[41086, 12916]
[35466, 12550]
[40342, 9085]
[41874, 7455]
[31256, 9914]
[39697, 14643]
[40454, 9976]
[40642, 3374]
[40721, 7455]
[38027, 13690]
[38582, 13910]
[41539, 15482]
[41452, 9976]
[38381, 13830]
[39702, 14646]
[39925, 14018]
[39496, 14451]
[37682, 14764]
[39772, 14703]
[35250, 9922]
[42172, 13910]
[36833, 13108]
[38178, 13744]
[39883, 14769]
[36488, 9086]
[38142, 13726]
[40330, 14963]
[41544, 15484]
[33064, 10138]
[29789, 9924]
[54010, 20123]
[39439, 14394]
[38292, 13793]
[40355, 14984]
[33181, 9877]
[39776, 14707]
[41722, 15556]
[39736, 14683]
[35297, 9976]
[40648, 3374]
[41867, 15609]
[39757, 14701]
[39419, 14374]
[38588, 13911]
[39958, 14804]
[40874, 9906]
[41707, 15552]
[40281, 14939]
[37945, 1035]
[41224, 15312]
[38856, 14019]
[41778, 15589]
[41142, 15282]
[37651, 13537]
[41866, 15608]
[39258, 14246]
[38995, 14120]
[35507, 454]
[34022, 10639]
[40142, 14909]
[40205, 5701]
[40282, 14940]
[39671, 14244]
[36922, 13172]
[33002, 10136]
[39440, 14395]
[36517, 12916]
[38689, 13936]
[41835, 13440]
[41123, 13936]
[39503, 14458]
[39886, 14772]
[41126, 18527]
[41197, 13440]
[40154, 14914]
[36265, 11925]
[41109, 15274]
[54100, 20144]
[29764, 9898]
[39217, 14181]
[42265, 2258]
[38857, 14018]
[41453, 3754]
[37677, 13549]
[38096, 18527]
[41814, 13440]
[33066, 10139]
[39501, 14456]
[54052, 20137]
[38235, 13760]
[39781, 14712]
[38839, 9962]
[41812, 9898]
[41125, 14914]
[38102, 3754]
[41119, 3754]
[40165, 14915]
[41733, 15560]
[35791, 16325]
[38208, 13757]
[36570, 9748]
[36938, 13189]
[41105, 4889]
[36475, 9368]
[38943, 14068]
[32684, 9862]
[36532, 12933]
[31546, 4889]
[41664, 15543]
[36599, 12989]
[35130, 9799]
[40416, 15010]
[41734, 15560]
[29788, 9924]
[38438, 13850]
[38584, 13910]
[41122, 13910]
[40982, 14803]
[39980, 14818]
[39528, 14483]
[41946, 12933]
[38566, 13907]
[41791, 15010]
[41816, 15597]
[39838, 14736]
[33038, 10505]
[41127, 9799]
[40983, 14803]
[36623, 9895]
[41895, 13831]
[54313, 20194]
[29175, 10332]
[42252, 15768]
[41449, 9895]
[39696, 14643]
[40655, 15040]
[41124, 13911]
[42259, 14876]
[32682, 9861]
[35225, 9085]
[36485, 9086]
[38852, 14019]
[37946, 1035]
[38589, 13911]
[38082, 9906]
[35511, 454]
[41899, 13108]
[36738, 9718]
[41787, 15595]
[41934, 13880]
[30236, 9966]
[29176, 10333]
[31362, 9949]
[40913, 15128]
[41935, 13880]
[33032, 10498]
[38385, 13830]
[54266, 20176]
[38097, 18527]
[31003, 10526]
[40898, 15107]
[41130, 14019]
[41087, 454]
[36830, 13108]
[41897, 14685]
[38074, 5701]
[41937, 13880]
[41718, 15556]
[38296, 13797]
[41095, 14246]
[35461, 12550]
[37683, 14764]
[42117, 15297]
[31722, 10043]
[38400, 13831]
[41094, 14246]
[39737, 14683]
[41121, 9962]
[36466, 9962]
[28891, 10387]
[41543, 15483]
[36788, 11665]
[41102, 14764]
[35246, 9922]
[36607, 12997]
[42260, 14246]
[38135, 13724]
[42247, 15763]
[38100, 3754]
[42180, 14876]
[38149, 13729]
[41163, 15297]
[41092, 14246]
[35296, 9976]
[41351, 15370]
[30952, 10400]
[39259, 14246]
[42118, 15297]
[40322, 14963]
[32686, 9863]
[41108, 13691]
[42246, 15762]
[38851, 14018]
[41093, 14246]
[36854, 13115]
[40357, 14985]
[40166, 14914]
[40646, 3374]
[41450, 9906]
[41454, 14914]
[41161, 15295]
[38938, 13691]
[40350, 14982]
[38081, 9906]
[35509, 454]
[29712, 9855]
[32680, 9860]
[39880, 14766]
[38288, 13782]
[39956, 14804]
[42178, 15282]
[36460, 9367]
[42054, 12916]
[41448, 7455]
[34025, 10639]
[36489, 9086]
[41225, 15312]
[41456, 14914]
[40309, 14954]
[41831, 14804]
[30828, 10075]
[39879, 14765]
[41455, 14914]
[40351, 14983]
[38080, 7455]
[41104, 10639]
[36588, 12978]
[39694, 14643]
[39644, 14244]
[41085, 5701]
[39478, 14433]
[38587, 13911]
[36591, 12981]
[40907, 9799]
[41151, 14876]
[38093, 5701]
[39558, 14513]
[41846, 13831]
[36610, 13000]
[35140, 9799]
[35523, 454]
[36516, 12916]
[54051, 20137]
[36490, 7455]
[40077, 14876]
[41374, 15384]
[38687, 13936]
[38484, 13879]
[39296, 14271]
[36487, 9086]
[38258, 13773]
[39981, 14818]
[41128, 13757]
[41458, 13910]
[39713, 14655]
[39371, 14326]
[35793, 16325]
[40422, 15010]
[36553, 14764]
[38986, 14107]
[28950, 10537]
[39550, 14505]
[36923, 13172]
[40895, 14876]
[33297, 9786]
[39319, 744]
[36476, 9368]
[37023, 13237]
[41863, 9906]
[41879, 9976]
[29131, 9230]
[40901, 15107]
[40332, 14972]
[33014, 10267]
[37942, 2258]
[36949, 13199]
[41955, 15623]
[41525, 14804]
[38446, 13855]
[39584, 14539]
[37035, 13240]
[38929, 13691]
[41862, 13315]
[41845, 13936]
[31042, 10576]
[36555, 14764]
[41526, 14804]
[41868, 18527]
[38944, 14068]
[41864, 13880]
[39608, 13316]
[41531, 15482]
[29204, 9085]
[39953, 14804]
[37252, 13380]
[39458, 14413]
[41869, 12916]
[38140, 13725]
[31544, 4889]
[38493, 13881]
[39830, 14728]
[29774, 9898]
[37944, 1035]
[41524, 14804]
[38260, 13775]
[39582, 14537]
[38073, 3374]
[38990, 14720]
[41088, 9085]
[38101, 3754]
[39557, 14512]
[38568, 13907]
[54265, 20176]
[38608, 13440]
[40765, 15074]
[35527, 454]
[36637, 9895]
[31252, 9914]
[35247, 9922]
[39750, 14697]
[38295, 13796]
[36747, 9718]
[36474, 9368]
[29737, 9865]
[38848, 14018]
[39481, 14436]
[41447, 14685]
[38396, 13831]
[35470, 12550]
[39480, 14435]
[31361, 9949]
[31911, 10263]
[40061, 14866]
[37033, 13240]
[40280, 14938]
[33218, 9885]
[37052, 3374]
[38095, 5701]
[40042, 14850]
[38141, 13725]
[41083, 3374]
[37701, 13562]
[34024, 10639]
[38268, 13782]
[40068, 13880]
[41120, 9367]
[39577, 14532]
[38086, 13532]
[38098, 18527]
[40043, 14851]
[41101, 9976]
[41118, 9906]
[32611, 9874]
[36464, 9367]
[38971, 13880]
[40062, 14867]
[40360, 14985]
[39617, 14244]
[39982, 14818]
[41841, 9799]
[38690, 13936]
[32133, 10533]
[36498, 7455]
[35522, 454]
[32225, 9887]
[39974, 14814]
[36484, 9086]
[41822, 9895]
[41301, 13757]
[39329, 744]
[34840, 9966]
[36548, 12944]
[38204, 13754]
[38592, 13911]
[41303, 9799]
[38609, 13440]
[41838, 9976]
[41760, 13911]
[41239, 13172]
[36557, 14764]
[39377, 14332]
[40055, 14803]
[41284, 14818]
[36467, 9962]
[38395, 13831]
[30938, 10371]
